"VOCABULARY_ID","id","ICD_CODE","ICD_DESCRIPTION","PheCode","PheCode_Description"
"ICD10CM",36655,"H18.713","Corneal ectasia, bilateral",364,"Corneal opacity and other disorders of cornea"
"ICD10CM",36656,"H18.003","Unspecified corneal deposit, bilateral",364,"Corneal opacity and other disorders of cornea"
"ICD10CM",36657,"H18.31","Folds and rupture in Bowman's membrane",364,"Corneal opacity and other disorders of cornea"
"ICD10CM",36658,"H18.32","Folds in Descemet's membrane",364,"Corneal opacity and other disorders of cornea"
"ICD10CM",36659,"H18.822","Corneal disorder due to contact lens, left eye",364,"Corneal opacity and other disorders of cornea"
"ICD10CM",36660,"H18.793","Other corneal deformities, bilateral",364,"Corneal opacity and other disorders of cornea"
"ICD10CM",36661,"H18.05","Posterior corneal pigmentations",364,"Corneal opacity and other disorders of cornea"
"ICD10CM",36662,"H18.792","Other corneal deformities, left eye",364,"Corneal opacity and other disorders of cornea"
"ICD10CM",36663,"H18.823","Corneal disorder due to contact lens, bilateral",364,"Corneal opacity and other disorders of cornea"
"ICD9CM",36664,371.7,"Other corneal deformities",364,"Corneal opacity and other disorders of cornea"
"ICD9CM",36665,371.12,"Stromal corneal pigmentations",364,"Corneal opacity and other disorders of cornea"
"ICD9CM",36666,371.14,"Kayser-Fleischer ring",364,"Corneal opacity and other disorders of cornea"
"ICD9CM",36667,371.71,"Corneal ectasia",364,"Corneal opacity and other disorders of cornea"
"ICD9CM",36668,371.30,"Corneal membrane change, unspecified",364,"Corneal opacity and other disorders of cornea"
"ICD10CM",36669,"H18.7","Other and unspecified corneal deformities",364,"Corneal opacity and other disorders of cornea"
"ICD9CM",36670,371.24,"Corneal edema due to wearing of contact lenses",364,"Corneal opacity and other disorders of cornea"
"ICD10CM",36671,"H18.829","Corneal disorder due to contact lens, unspecified eye",364,"Corneal opacity and other disorders of cornea"
"ICD10CM",36672,"H18.322","Folds in Descemet's membrane, left eye",364,"Corneal opacity and other disorders of cornea"
"ICD10CM",36673,"H18.059","Posterior corneal pigmentations, unspecified eye",364,"Corneal opacity and other disorders of cornea"
"ICD10CM",36674,"H18.732","Descemetocele, left eye",364,"Corneal opacity and other disorders of cornea"
"ICD10CM",36675,"H18.031","Corneal deposits in metabolic disorders, right eye",364,"Corneal opacity and other disorders of cornea"
"ICD10CM",36676,"H18.9","Unspecified disorder of cornea",364,"Corneal opacity and other disorders of cornea"
"ICD10CM",36677,"H18.043","Kayser-Fleischer ring, bilateral",364,"Corneal opacity and other disorders of cornea"
"ICD10CM",36678,"H18.049","Kayser-Fleischer ring, unspecified eye",364,"Corneal opacity and other disorders of cornea"
"ICD10CM",36679,"H18.722","Corneal staphyloma, left eye",364,"Corneal opacity and other disorders of cornea"
"ICD10CM",36680,"H18.022","Argentous corneal deposits, left eye",364,"Corneal opacity and other disorders of cornea"
"ICD10CM",36681,"H18.892","Other specified disorders of cornea, left eye",364,"Corneal opacity and other disorders of cornea"
"ICD10CM",36682,"H18.02","Argentous corneal deposits",364,"Corneal opacity and other disorders of cornea"
"ICD9CM",36683,371.31,"Folds and rupture of bowman's membrane",364,"Corneal opacity and other disorders of cornea"
"ICD10CM",36684,"H18.012","Anterior corneal pigmentations, left eye",364,"Corneal opacity and other disorders of cornea"
"ICD10CM",36685,"H18.313","Folds and rupture in Bowman's membrane, bilateral",364,"Corneal opacity and other disorders of cornea"
"ICD10CM",36686,"H18.311","Folds and rupture in Bowman's membrane, right eye",364,"Corneal opacity and other disorders of cornea"
"ICD10CM",36687,"H18.819","Anesthesia and hypoesthesia of cornea, unspecified eye",364,"Corneal opacity and other disorders of cornea"
"ICD10CM",36688,"H18.041","Kayser-Fleischer ring, right eye",364,"Corneal opacity and other disorders of cornea"
"ICD10CM",36689,"H18.82","Corneal disorder due to contact lens",364,"Corneal opacity and other disorders of cornea"
"ICD10CM",36690,"H18.73","Descemetocele",364,"Corneal opacity and other disorders of cornea"
"ICD9CM",36691,371.32,"Folds in descemet's membrane",364,"Corneal opacity and other disorders of cornea"
"ICD9CM",36692,371.33,"Rupture in descemet's membrane",364,"Corneal opacity and other disorders of cornea"
"ICD9CM",36693,371.73,"Corneal staphyloma",364,"Corneal opacity and other disorders of cornea"
"ICD10CM",36694,"H18.019","Anterior corneal pigmentations, unspecified eye",364,"Corneal opacity and other disorders of cornea"
"ICD9CM",36695,371.11,"Anterior corneal pigmentations",364,"Corneal opacity and other disorders of cornea"
"ICD10CM",36696,"H18.009","Unspecified corneal deposit, unspecified eye",364,"Corneal opacity and other disorders of cornea"
"ICD10CM",36697,"H18.01","Anterior corneal pigmentations",364,"Corneal opacity and other disorders of cornea"
"ICD10CM",36698,"H18.312","Folds and rupture in Bowman's membrane, left eye",364,"Corneal opacity and other disorders of cornea"
"ICD9CM",36699,371.89,"Other corneal disorders",364,"Corneal opacity and other disorders of cornea"
"ICD9CM",36700,371.82,"Corneal disorder due to contact lens",364,"Corneal opacity and other disorders of cornea"
"ICD10CM",36701,"H18.721","Corneal staphyloma, right eye",364,"Corneal opacity and other disorders of cornea"
"ICD10CM",36702,"H18.739","Descemetocele, unspecified eye",364,"Corneal opacity and other disorders of cornea"
"ICD10CM",36703,"H18.893","Other specified disorders of cornea, bilateral",364,"Corneal opacity and other disorders of cornea"
"ICD9CM",36704,371.70,"Corneal deformity, unspecified",364,"Corneal opacity and other disorders of cornea"
"ICD9CM",36705,371.72,"Descemetocele",364,"Corneal opacity and other disorders of cornea"
"ICD10CM",36706,"H18.79","Other corneal deformities",364,"Corneal opacity and other disorders of cornea"
"ICD10CM",36707,"H18.89","Other specified disorders of cornea",364,"Corneal opacity and other disorders of cornea"
"ICD10CM",36708,"H18.33","Rupture in Descemet's membrane",364,"Corneal opacity and other disorders of cornea"
"ICD9CM",36709,371.10,"Corneal deposit, unspecified",364,"Corneal opacity and other disorders of cornea"
"ICD10CM",36710,"H18","Other disorders of cornea",364,"Corneal opacity and other disorders of cornea"
"ICD10CM",36711,"H18.021","Argentous corneal deposits, right eye",364,"Corneal opacity and other disorders of cornea"
"ICD9CM",36712,371.81,"Corneal anesthesia and hypoesthesia",364,"Corneal opacity and other disorders of cornea"
"ICD9CM",36713,371.15,"Other corneal deposits associated with metabolic disorders",364,"Corneal opacity and other disorders of cornea"
"ICD10CM",36714,"H18.063","Stromal corneal pigmentations, bilateral",364,"Corneal opacity and other disorders of cornea"
"ICD9CM",36715,371.9,"Unspecified corneal disorder",364,"Corneal opacity and other disorders of cornea"
"ICD10CM",36716,"H18.70","Unspecified corneal deformity",364,"Corneal opacity and other disorders of cornea"
"ICD10CM",36717,"H18.339","Rupture in Descemet's membrane, unspecified eye",364,"Corneal opacity and other disorders of cornea"
"ICD10CM",36718,"H18.331","Rupture in Descemet's membrane, right eye",364,"Corneal opacity and other disorders of cornea"
"ICD10CM",36719,"H18.323","Folds in Descemet's membrane, bilateral",364,"Corneal opacity and other disorders of cornea"
"ICD9CM",36720,371.8,"Other corneal disorders",364,"Corneal opacity and other disorders of cornea"
"ICD10CM",36721,"H18.013","Anterior corneal pigmentations, bilateral",364,"Corneal opacity and other disorders of cornea"
"ICD10CM",36722,"H18.211","Corneal edema secondary to contact lens, right eye",364,"Corneal opacity and other disorders of cornea"
"ICD10CM",36723,"H18.899","Other specified disorders of cornea, unspecified eye",364,"Corneal opacity and other disorders of cornea"
"ICD10CM",36724,"H18.21","Corneal edema secondary to contact lens",364,"Corneal opacity and other disorders of cornea"
"ICD10CM",36725,"H18.332","Rupture in Descemet's membrane, left eye",364,"Corneal opacity and other disorders of cornea"
"ICD9CM",36726,371.16,"Argentous corneal deposits",364,"Corneal opacity and other disorders of cornea"
"ICD10CM",36727,"H18.333","Rupture in Descemet's membrane, bilateral",364,"Corneal opacity and other disorders of cornea"
"ICD10CM",36728,"H18.212","Corneal edema secondary to contact lens, left eye",364,"Corneal opacity and other disorders of cornea"
"ICD10CM",36729,"H18.329","Folds in Descemet's membrane, unspecified eye",364,"Corneal opacity and other disorders of cornea"
"ICD10CM",36730,"H18.213","Corneal edema secondary to contact lens, bilateral",364,"Corneal opacity and other disorders of cornea"
"ICD10CM",36731,"H18.219","Corneal edema secondary to contact lens, unspecified eye",364,"Corneal opacity and other disorders of cornea"
"ICD10CM",36732,"H18.891","Other specified disorders of cornea, right eye",364,"Corneal opacity and other disorders of cornea"
"ICD10CM",36733,"H18.321","Folds in Descemet's membrane, right eye",364,"Corneal opacity and other disorders of cornea"
"SNOMEDCT_U",36734,52476003,"Corneal staphyloma",364,"Corneal opacity and other disorders of cornea"
"SNOMEDCT_U",36735,45382000,"Folds AND/OR rupture of Bowman's membrane",364,"Corneal opacity and other disorders of cornea"
"SNOMEDCT_U",36736,15250008,"Disorder of cornea",364,"Corneal opacity and other disorders of cornea"
"SNOMEDCT_U",36737,3354310001,"Right Descemet's membrane fold",364,"Corneal opacity and other disorders of cornea"
"SNOMEDCT_U",36738,3472110001,"Bilateral anterior corneal pigmentation",364,"Corneal opacity and other disorders of cornea"
"SNOMEDCT_U",36739,3412710001,"Corneal ectasia of left eye",364,"Corneal opacity and other disorders of cornea"
"SNOMEDCT_U",36740,74460005,"Corneal deposit",364,"Corneal opacity and other disorders of cornea"
"SNOMEDCT_U",36741,42312000,"Rupture in Descemet's membrane",364,"Corneal opacity and other disorders of cornea"
"SNOMEDCT_U",36742,267639001,"Posterior corneal pigmentation",364,"Corneal opacity and other disorders of cornea"
"SNOMEDCT_U",36743,3463110001,"Bilateral Descemet's membrane fold",364,"Corneal opacity and other disorders of cornea"
"SNOMEDCT_U",36744,14748007,"Corneal ectasia",364,"Corneal opacity and other disorders of cornea"
"SNOMEDCT_U",36745,3330710001,"Pigmentation of posterior surface of cornea of right eye",364,"Corneal opacity and other disorders of cornea"
"SNOMEDCT_U",36746,193821003,"Descemet's membrane fold",364,"Corneal opacity and other disorders of cornea"
"SNOMEDCT_U",36747,193795008,"Corneal scars and opacities",364,"Corneal opacity and other disorders of cornea"
"SNOMEDCT_U",36748,83110007,"Descemetocele",364,"Corneal opacity and other disorders of cornea"
"SNOMEDCT_U",36749,21328003,"Argentous corneal deposit",364,"Corneal opacity and other disorders of cornea"
"SNOMEDCT_U",36750,77103006,"Kayser-Fleischer ring",364,"Corneal opacity and other disorders of cornea"
"SNOMEDCT_U",36751,3455710001,"Bilateral Kayser-Fleischer rings",364,"Corneal opacity and other disorders of cornea"
"SNOMEDCT_U",36752,49362009,"Corneal edema due to wearing of contact lenses",364,"Corneal opacity and other disorders of cornea"
"SNOMEDCT_U",36753,3356610001,"Corneal ectasia of right eye",364,"Corneal opacity and other disorders of cornea"
"SNOMEDCT_U",36754,85430004,"Krukenberg spindle",364,"Corneal opacity and other disorders of cornea"
"SNOMEDCT_U",36755,55031000,"Stromal corneal pigmentation",364,"Corneal opacity and other disorders of cornea"
"SNOMEDCT_U",36756,3410310001,"Rupture of Descemet's membrane of left eye",364,"Corneal opacity and other disorders of cornea"
"SNOMEDCT_U",36757,231916005,"Corneal hemorrhage",364,"Corneal opacity and other disorders of cornea"
"SNOMEDCT_U",36758,3410410001,"Left Descemet's membrane fold",364,"Corneal opacity and other disorders of cornea"
"SNOMEDCT_U",36759,3444510001,"Bilateral pigmentation of posterior surface of cornea of eyes",364,"Corneal opacity and other disorders of cornea"
"SNOMEDCT_U",36760,3386810001,"Pigmentation of posterior surface of cornea of left eye",364,"Corneal opacity and other disorders of cornea"
"SNOMEDCT_U",36761,18377001,"Anterior corneal pigmentation",364,"Corneal opacity and other disorders of cornea"
"SNOMEDCT_U",36762,3354410001,"Descemetocele of right eye",364,"Corneal opacity and other disorders of cornea"
"SNOMEDCT_U",36763,3463210001,"Descemetocele of bilateral eyes",364,"Corneal opacity and other disorders of cornea"
"SNOMEDCT_U",36764,3354210001,"Rupture of Descemet's membrane of right eye",364,"Corneal opacity and other disorders of cornea"
"SNOMEDCT_U",36765,3410510001,"Descemetocele of left eye",364,"Corneal opacity and other disorders of cornea"
"ICD10CM",36766,"H17.11","Central corneal opacity, right eye",364.1,"Corneal opacity"
"ICD10CM",36767,"H17.819","Minor opacity of cornea, unspecified eye",364.1,"Corneal opacity"
"ICD10CM",36768,"H17.10","Central corneal opacity, unspecified eye",364.1,"Corneal opacity"
"ICD10CM",36769,"H17.13","Central corneal opacity, bilateral",364.1,"Corneal opacity"
"ICD10CM",36770,"H17.1","Central corneal opacity",364.1,"Corneal opacity"
"ICD10CM",36771,"H17.811","Minor opacity of cornea, right eye",364.1,"Corneal opacity"
"ICD10CM",36772,"H17","Corneal scars and opacities",364.1,"Corneal opacity"
"ICD10CM",36773,"H17.81","Minor opacity of cornea",364.1,"Corneal opacity"
"ICD10CM",36774,"H17.9","Unspecified corneal scar and opacity",364.1,"Corneal opacity"
"ICD10CM",36775,"H17.8","Other corneal scars and opacities",364.1,"Corneal opacity"
"ICD10CM",36776,"H17.01","Adherent leukoma, right eye",364.1,"Corneal opacity"
"ICD10CM",36777,"H17.821","Peripheral opacity of cornea, right eye",364.1,"Corneal opacity"
"ICD9CM",36778,371.00,"Corneal opacity, unspecified",364.1,"Corneal opacity"
"ICD10CM",36779,"H17.0","Adherent leukoma",364.1,"Corneal opacity"
"ICD10CM",36780,"H17.812","Minor opacity of cornea, left eye",364.1,"Corneal opacity"
"ICD9CM",36781,371.01,"Minor opacity of cornea",364.1,"Corneal opacity"
"ICD9CM",36782,371.05,"Phthisical cornea",364.1,"Corneal opacity"
"ICD10CM",36783,"H17.82","Peripheral opacity of cornea",364.1,"Corneal opacity"
"ICD9CM",36784,371.02,"Peripheral opacity of cornea",364.1,"Corneal opacity"
"ICD9CM",36785,371.04,"Adherent leucoma",364.1,"Corneal opacity"
"ICD10CM",36786,"H17.02","Adherent leukoma, left eye",364.1,"Corneal opacity"
"ICD10CM",36787,"H17.12","Central corneal opacity, left eye",364.1,"Corneal opacity"
"ICD9CM",36788,371.03,"Central opacity of cornea",364.1,"Corneal opacity"
"ICD10CM",36789,"H17.813","Minor opacity of cornea, bilateral",364.1,"Corneal opacity"
"ICD10CM",36790,"H17.89","Other corneal scars and opacities",364.1,"Corneal opacity"
"ICD10CM",36791,"H17.829","Peripheral opacity of cornea, unspecified eye",364.1,"Corneal opacity"
"ICD10CM",36792,"H17.00","Adherent leukoma, unspecified eye",364.1,"Corneal opacity"
"ICD10CM",36793,"H17.03","Adherent leukoma, bilateral",364.1,"Corneal opacity"
"ICD10CM",36794,"H17.823","Peripheral opacity of cornea, bilateral",364.1,"Corneal opacity"
"ICD10CM",36795,"H17.822","Peripheral opacity of cornea, left eye",364.1,"Corneal opacity"
"SNOMEDCT_U",36796,30337003,"Adherent leukoma",364.1,"Corneal opacity"
"SNOMEDCT_U",36797,55713007,"Peripheral opacity of cornea",364.1,"Corneal opacity"
"SNOMEDCT_U",36798,3470410001,"Bilateral central corneal opacities",364.1,"Corneal opacity"
"SNOMEDCT_U",36799,56530002,"Central opacity of cornea",364.1,"Corneal opacity"
"SNOMEDCT_U",36800,193795008,"Corneal scars and opacities",364.1,"Corneal opacity"
"SNOMEDCT_U",36801,3472710001,"Bilateral adherent leukoma",364.1,"Corneal opacity"
"SNOMEDCT_U",36802,72494008,"Corneal nebula",364.1,"Corneal opacity"
"SNOMEDCT_U",36803,413921009,"Corneal subepithelial haze",364.1,"Corneal opacity"
"SNOMEDCT_U",36804,66104007,"Minor opacity of cornea",364.1,"Corneal opacity"
"SNOMEDCT_U",36805,3446110001,"Peripheral opacity of bilateral corneas",364.1,"Corneal opacity"
"SNOMEDCT_U",36806,28143002,"Phthisical cornea",364.1,"Corneal opacity"
"SNOMEDCT_U",36807,3365010001,"Adherent leukoma of right eye",364.1,"Corneal opacity"
"SNOMEDCT_U",36808,64634000,"Corneal opacity",364.1,"Corneal opacity"
"SNOMEDCT_U",36809,3421110001,"Adherent leukoma of left eye",364.1,"Corneal opacity"
"ICD10CM",36810,"H18.229","Idiopathic corneal edema, unspecified eye",364.2,"Corneal edema"
"ICD10CM",36811,"H18.12","Bullous keratopathy, left eye",364.2,"Corneal edema"
"ICD10CM",36812,"H18.20","Unspecified corneal edema",364.2,"Corneal edema"
"ICD10CM",36813,"H18.1","Bullous keratopathy",364.2,"Corneal edema"
"ICD10CM",36814,"H18.22","Idiopathic corneal edema",364.2,"Corneal edema"
"ICD10CM",36815,"H18.23","Secondary corneal edema",364.2,"Corneal edema"
"ICD10CM",36816,"H18.231","Secondary corneal edema, right eye",364.2,"Corneal edema"
"ICD10CM",36817,"H18.239","Secondary corneal edema, unspecified eye",364.2,"Corneal edema"
"ICD9CM",36818,371.23,"Bullous keratopathy",364.2,"Corneal edema"
"ICD9CM",36819,371.20,"Corneal edema, unspecified",364.2,"Corneal edema"
"ICD9CM",36820,371.2,"Corneal edema",364.2,"Corneal edema"
"ICD10CM",36821,"H18.221","Idiopathic corneal edema, right eye",364.2,"Corneal edema"
"ICD10CM",36822,"H18.233","Secondary corneal edema, bilateral",364.2,"Corneal edema"
"ICD10CM",36823,"H18.222","Idiopathic corneal edema, left eye",364.2,"Corneal edema"
"ICD10CM",36824,"H18.11","Bullous keratopathy, right eye",364.2,"Corneal edema"
"ICD10CM",36825,"H18.13","Bullous keratopathy, bilateral",364.2,"Corneal edema"
"ICD9CM",36826,371.21,"Idiopathic corneal edema",364.2,"Corneal edema"
"ICD10CM",36827,"H18.232","Secondary corneal edema, left eye",364.2,"Corneal edema"
"ICD9CM",36828,371.22,"Secondary corneal edema",364.2,"Corneal edema"
"ICD10CM",36829,"H18.10","Bullous keratopathy, unspecified eye",364.2,"Corneal edema"
"ICD10CM",36830,"H18.223","Idiopathic corneal edema, bilateral",364.2,"Corneal edema"
"SNOMEDCT_U",36831,27194006,"Corneal edema",364.2,"Corneal edema"
"SNOMEDCT_U",36832,3418510001,"Bullous keratopathy of left eye",364.2,"Corneal edema"
"SNOMEDCT_U",36833,3470610001,"Bilateral bullous keratopathy",364.2,"Corneal edema"
"SNOMEDCT_U",36834,3457410001,"Bilateral idiopathic corneal edema",364.2,"Corneal edema"
"SNOMEDCT_U",36835,3362410001,"Bullous keratopathy of right eye",364.2,"Corneal edema"
"SNOMEDCT_U",36836,27536004,"Secondary corneal edema",364.2,"Corneal edema"
"SNOMEDCT_U",36837,57207003,"Bullous keratopathy",364.2,"Corneal edema"
"SNOMEDCT_U",36838,1794009,"Idiopathic corneal edema",364.2,"Corneal edema"
"ICD10CM",36839,"H18.462","Peripheral corneal degeneration, left eye",364.4,"Corneal degenerations"
"ICD9CM",36840,371.42,"Recurrent erosion of cornea",364.4,"Corneal degenerations"
"ICD9CM",36841,371.46,"Nodular degeneration of cornea",364.4,"Corneal degenerations"
"ICD10CM",36842,"H18.833","Recurrent erosion of cornea, bilateral",364.4,"Corneal degenerations"
"ICD10CM",36843,"H18.44","Keratomalacia",364.4,"Corneal degenerations"
"ICD9CM",36844,371.40,"Corneal degeneration, unspecified",364.4,"Corneal degenerations"
"ICD10CM",36845,"H18.423","Band keratopathy, bilateral",364.4,"Corneal degenerations"
"ICD10CM",36846,"H18.4","Corneal degeneration",364.4,"Corneal degenerations"
"ICD10CM",36847,"H18.831","Recurrent erosion of cornea, right eye",364.4,"Corneal degenerations"
"ICD10CM",36848,"H18.451","Nodular corneal degeneration, right eye",364.4,"Corneal degenerations"
"ICD10CM",36849,"H18.469","Peripheral corneal degeneration, unspecified eye",364.4,"Corneal degenerations"
"ICD10CM",36850,"H18.49","Other corneal degeneration",364.4,"Corneal degenerations"
"ICD10CM",36851,"H18.411","Arcus senilis, right eye",364.4,"Corneal degenerations"
"ICD9CM",36852,371.45,"Keratomalacia NOS",364.4,"Corneal degenerations"
"ICD10CM",36853,"H18.45","Nodular corneal degeneration",364.4,"Corneal degenerations"
"ICD10CM",36854,"H18.449","Keratomalacia, unspecified eye",364.4,"Corneal degenerations"
"ICD10CM",36855,"H18.461","Peripheral corneal degeneration, right eye",364.4,"Corneal degenerations"
"ICD10CM",36856,"H18.429","Band keratopathy, unspecified eye",364.4,"Corneal degenerations"
"ICD10CM",36857,"H18.41","Arcus senilis",364.4,"Corneal degenerations"
"ICD10CM",36858,"H18.40","Unspecified corneal degeneration",364.4,"Corneal degenerations"
"ICD10CM",36859,"H18.421","Band keratopathy, right eye",364.4,"Corneal degenerations"
"ICD10CM",36860,"H18.42","Band keratopathy",364.4,"Corneal degenerations"
"ICD9CM",36861,371.43,"Band-shaped keratopathy",364.4,"Corneal degenerations"
"ICD10CM",36862,"H18.46","Peripheral corneal degeneration",364.4,"Corneal degenerations"
"ICD10CM",36863,"H18.422","Band keratopathy, left eye",364.4,"Corneal degenerations"
"ICD10CM",36864,"H18.443","Keratomalacia, bilateral",364.4,"Corneal degenerations"
"ICD10CM",36865,"H18.452","Nodular corneal degeneration, left eye",364.4,"Corneal degenerations"
"ICD9CM",36866,371.41,"Senile corneal changes",364.4,"Corneal degenerations"
"ICD10CM",36867,"H18.43","Other calcerous corneal degeneration",364.4,"Corneal degenerations"
"ICD10CM",36868,"H18.412","Arcus senilis, left eye",364.4,"Corneal degenerations"
"ICD9CM",36869,371.44,"Other calcerous degenerations of cornea",364.4,"Corneal degenerations"
"ICD10CM",36870,"H18.832","Recurrent erosion of cornea, left eye",364.4,"Corneal degenerations"
"ICD10CM",36871,"H18.442","Keratomalacia, left eye",364.4,"Corneal degenerations"
"ICD9CM",36872,371.4,"Corneal degenerations",364.4,"Corneal degenerations"
"ICD9CM",36873,371.49,"Other corneal degenerations",364.4,"Corneal degenerations"
"ICD9CM",36874,371.48,"Peripheral degenerations of cornea",364.4,"Corneal degenerations"
"ICD10CM",36875,"H18.441","Keratomalacia, right eye",364.4,"Corneal degenerations"
"ICD10CM",36876,"H18.413","Arcus senilis, bilateral",364.4,"Corneal degenerations"
"ICD10CM",36877,"H18.463","Peripheral corneal degeneration, bilateral",364.4,"Corneal degenerations"
"ICD10CM",36878,"H18.459","Nodular corneal degeneration, unspecified eye",364.4,"Corneal degenerations"
"ICD10CM",36879,"H18.839","Recurrent erosion of cornea, unspecified eye",364.4,"Corneal degenerations"
"ICD10CM",36880,"H18.83","Recurrent erosion of cornea",364.4,"Corneal degenerations"
"ICD10CM",36881,"H18.419","Arcus senilis, unspecified eye",364.4,"Corneal degenerations"
"ICD10CM",36882,"H18.453","Nodular corneal degeneration, bilateral",364.4,"Corneal degenerations"
"SNOMEDCT_U",36883,3327410001,"Recurrent erosion of cornea of right eye",364.4,"Corneal degenerations"
"SNOMEDCT_U",36884,35055000,"Band-shaped keratopathy",364.4,"Corneal degenerations"
"SNOMEDCT_U",36885,3419410001,"Band keratopathy of left eye",364.4,"Corneal degenerations"
"SNOMEDCT_U",36886,111521006,"Corneal degeneration",364.4,"Corneal degenerations"
"SNOMEDCT_U",36887,3383510001,"Recurrent erosion of cornea of left eye",364.4,"Corneal degenerations"
"SNOMEDCT_U",36888,58749007,"Senile corneal changes",364.4,"Corneal degenerations"
"SNOMEDCT_U",36889,2055003,"Recurrent erosion of cornea",364.4,"Corneal degenerations"
"SNOMEDCT_U",36890,85149007,"Keratomalacia",364.4,"Corneal degenerations"
"SNOMEDCT_U",36891,3363310001,"Band keratopathy of right eye",364.4,"Corneal degenerations"
"SNOMEDCT_U",36892,3471510001,"Bilateral arcus senilis",364.4,"Corneal degenerations"
"SNOMEDCT_U",36893,111522004,"Arcus senilis",364.4,"Corneal degenerations"
"SNOMEDCT_U",36894,72620002,"Nodular degeneration of cornea",364.4,"Corneal degenerations"
"SNOMEDCT_U",36895,89182000,"Peripheral degeneration of cornea",364.4,"Corneal degenerations"
"SNOMEDCT_U",36896,231924000,"Arcus of cornea",364.4,"Corneal degenerations"
"SNOMEDCT_U",36897,3441210001,"Bilateral recurrent erosion of cornea",364.4,"Corneal degenerations"
"ICD10CM",36898,"H18.619","Keratoconus, stable, unspecified eye",364.41,"Keratoconus"
"ICD10CM",36899,"H18.622","Keratoconus, unstable, left eye",364.41,"Keratoconus"
"ICD10CM",36900,"H18.629","Keratoconus, unstable, unspecified eye",364.41,"Keratoconus"
"ICD9CM",36901,371.62,"Keratoconus, acute hydrops",364.41,"Keratoconus"
"ICD10CM",36902,"H18.62","Keratoconus, unstable",364.41,"Keratoconus"
"ICD10CM",36903,"H18.61","Keratoconus, stable",364.41,"Keratoconus"
"ICD10CM",36904,"H18.6","Keratoconus",364.41,"Keratoconus"
"ICD10CM",36905,"H18.609","Keratoconus, unspecified, unspecified eye",364.41,"Keratoconus"
"ICD10CM",36906,"H18.613","Keratoconus, stable, bilateral",364.41,"Keratoconus"
"ICD9CM",36907,371.60,"Keratoconus, unspecified",364.41,"Keratoconus"
"ICD10CM",36908,"H18.611","Keratoconus, stable, right eye",364.41,"Keratoconus"
"ICD10CM",36909,"H18.621","Keratoconus, unstable, right eye",364.41,"Keratoconus"
"ICD9CM",36910,371.6,"Keratoconus",364.41,"Keratoconus"
"ICD10CM",36911,"H18.601","Keratoconus, unspecified, right eye",364.41,"Keratoconus"
"ICD10CM",36912,"H18.60","Keratoconus, unspecified",364.41,"Keratoconus"
"ICD10CM",36913,"H18.603","Keratoconus, unspecified, bilateral",364.41,"Keratoconus"
"ICD10CM",36914,"H18.623","Keratoconus, unstable, bilateral",364.41,"Keratoconus"
"ICD10CM",36915,"H18.602","Keratoconus, unspecified, left eye",364.41,"Keratoconus"
"ICD10CM",36916,"H18.612","Keratoconus, stable, left eye",364.41,"Keratoconus"
"ICD9CM",36917,371.61,"Keratoconus, stable condition",364.41,"Keratoconus"
"SNOMEDCT_U",36918,193844000,"Keratoconus, stable condition",364.41,"Keratoconus"
"SNOMEDCT_U",36919,3345610001,"Stable keratoconus of right eye",364.41,"Keratoconus"
"SNOMEDCT_U",36920,65636009,"Keratoconus",364.41,"Keratoconus"
"SNOMEDCT_U",36921,3401510001,"Unstable keratoconus of left eye",364.41,"Keratoconus"
"SNOMEDCT_U",36922,3401610001,"Stable keratoconus of left eye",364.41,"Keratoconus"
"SNOMEDCT_U",36923,700281002,"Unstable keratoconus",364.41,"Keratoconus"
"SNOMEDCT_U",36924,111523009,"Acute hydrops keratoconus",364.41,"Keratoconus"
"SNOMEDCT_U",36925,3345510001,"Unstable keratoconus of right eye",364.41,"Keratoconus"
"SNOMEDCT_U",36926,59436009,"Acute hydrops",364.41,"Keratoconus"
"SNOMEDCT_U",36927,3455110001,"Bilateral unstable keratoconus of eyes",364.41,"Keratoconus"
"ICD9CM",36928,371.5,"Hereditary corneal dystrophies",364.5,"Corneal dystrophy"
"ICD9CM",36929,371.58,"Other posterior corneal dystrophies",364.5,"Corneal dystrophy"
"ICD10CM",36930,"H18.52","Epithelial (juvenile) corneal dystrophy",364.5,"Corneal dystrophy"
"ICD9CM",36931,371.55,"Macular corneal dystrophy",364.5,"Corneal dystrophy"
"ICD9CM",36932,371.56,"Other stromal corneal dystrophies",364.5,"Corneal dystrophy"
"ICD9CM",36933,371.52,"Other anterior corneal dystrophies",364.5,"Corneal dystrophy"
"ICD10CM",36934,"H18.59","Other hereditary corneal dystrophies",364.5,"Corneal dystrophy"
"ICD10CM",36935,"H18.50","Unspecified hereditary corneal dystrophies",364.5,"Corneal dystrophy"
"ICD10CM",36936,"H18.53","Granular corneal dystrophy",364.5,"Corneal dystrophy"
"ICD9CM",36937,371.50,"Hereditary corneal dystrophy, unspecified",364.5,"Corneal dystrophy"
"ICD10CM",36938,"H18.55","Macular corneal dystrophy",364.5,"Corneal dystrophy"
"ICD9CM",36939,371.51,"Juvenile epithelial corneal dystrophy",364.5,"Corneal dystrophy"
"ICD10CM",36940,"H18.54","Lattice corneal dystrophy",364.5,"Corneal dystrophy"
"ICD9CM",36941,371.53,"Granular corneal dystrophy",364.5,"Corneal dystrophy"
