"VOCABULARY_ID","id","ICD_CODE","ICD_DESCRIPTION","PheCode","PheCode_Description"
"ICD10CM",1,"A00","Cholera","008","Intestinal infection"
"ICD10CM",2,"A00.0","Cholera due to Vibrio cholerae 01, biovar cholerae","008","Intestinal infection"
"ICD10CM",3,"A00.1","Cholera due to Vibrio cholerae 01, biovar eltor","008","Intestinal infection"
"ICD10CM",4,"A00.9","Cholera, unspecified","008","Intestinal infection"
"ICD10CM",5,"A01","Typhoid and paratyphoid fevers","008","Intestinal infection"
"ICD9CM",6,"007","Other protozoal intestinal diseases","008","Intestinal infection"
"ICD10CM",7,"A21.3","Gastrointestinal tularemia","008","Intestinal infection"
"ICD9CM",8,"005.9","Food poisoning, unspecified","008","Intestinal infection"
"ICD9CM",9,"006","Amebiasis","008","Intestinal infection"
"ICD9CM",10,"006.0","Acute amebic dysentery without mention of abscess","008","Intestinal infection"
"ICD10CM",11,"A06.5","Amebic lung abscess","008","Intestinal infection"
"ICD9CM",12,"006.2","Amebic nondysenteric colitis","008","Intestinal infection"
"ICD9CM",13,"006.3","Amebic liver abscess","008","Intestinal infection"
"ICD10CM",14,"A01.1","Paratyphoid fever A","008","Intestinal infection"
"ICD10CM",15,"A01.2","Paratyphoid fever B","008","Intestinal infection"
"ICD10CM",16,"A01.3","Paratyphoid fever C","008","Intestinal infection"
"ICD10CM",17,"A01.4","Paratyphoid fever, unspecified","008","Intestinal infection"
"ICD9CM",18,"006.9","Amebiasis, unspecified","008","Intestinal infection"
"ICD10CM",19,"A07","Other protozoal intestinal diseases","008","Intestinal infection"
"ICD9CM",20,"009.0","Infectious colitis, enteritis, and gastroenteritis","008","Intestinal infection"
"ICD10CM",21,"A06.2","Amebic nondysenteric colitis","008","Intestinal infection"
"ICD9CM",22,"007.2","Coccidiosis","008","Intestinal infection"
"ICD9CM",23,"007.3","Intestinal trichomoniasis","008","Intestinal infection"
"ICD10CM",24,"A07.4","Cyclosporiasis","008","Intestinal infection"
"ICD9CM",25,"007.5","Cyclosporiasis","008","Intestinal infection"
"ICD10CM",26,"A06.7","Cutaneous amebiasis","008","Intestinal infection"
"ICD9CM",27,"007.9","Unspecified protozoal intestinal disease","008","Intestinal infection"
"ICD9CM",28,"008","Intestinal infections due to other organisms","008","Intestinal infection"
"ICD10CM",29,"A06.82","Other amebic genitourinary infections","008","Intestinal infection"
"ICD10CM",30,"A06.89","Other amebic infections","008","Intestinal infection"
"ICD10CM",31,"A06.9","Amebiasis, unspecified","008","Intestinal infection"
"ICD10CM",32,"A06","Amebiasis","008","Intestinal infection"
"ICD10CM",33,"A06.0","Acute amebic dysentery","008","Intestinal infection"
"ICD9CM",34,"022.2","Gastrointestinal anthrax","008","Intestinal infection"
"ICD9CM",35,"002.9","Paratyphoid fever, unspecified","008","Intestinal infection"
"ICD10CM",36,"A07.3","Isosporiasis","008","Intestinal infection"
"ICD10CM",37,"A06.4","Amebic liver abscess","008","Intestinal infection"
"ICD9CM",38,"009.2","Infectious diarrhea","008","Intestinal infection"
"ICD9CM",39,"021.1","Enteric tularemia","008","Intestinal infection"
"ICD10CM",40,"A07.9","Protozoal intestinal disease, unspecified","008","Intestinal infection"
"ICD10CM",41,"A22.2","Gastrointestinal anthrax","008","Intestinal infection"
"ICD9CM",42,"001.9","Cholera, unspecified","008","Intestinal infection"
"ICD9CM",43,"002","Typhoid and paratyphoid fevers","008","Intestinal infection"
"ICD10CM",44,"A05.9","Bacterial foodborne intoxication, unspecified","008","Intestinal infection"
"ICD9CM",45,"006.5","Amebic brain abscess","008","Intestinal infection"
"ICD9CM",46,"002.1","Paratyphoid fever A","008","Intestinal infection"
"ICD9CM",47,"002.3","Paratyphoid fever C","008","Intestinal infection"
"ICD9CM",48,"006.8","Amebic infection of other sites","008","Intestinal infection"
"ICD10CM",49,"A06.3","Ameboma of intestine","008","Intestinal infection"
"ICD10CM",50,"A06.8","Amebic infection of other sites","008","Intestinal infection"
"ICD9CM",51,"009.1","Colitis, enteritis, and gastroenteritis of presumed infectious origin","008","Intestinal infection"
"ICD9CM",52,"001","Cholera","008","Intestinal infection"
"ICD10CM",53,"A09","Infectious gastroenteritis and colitis, unspecified","008","Intestinal infection"
"ICD9CM",54,"009","Ill-defined intestinal infections","008","Intestinal infection"
"ICD10CM",55,"A06.81","Amebic cystitis","008","Intestinal infection"
"ICD9CM",56,"001.0","Cholera due to vibrio cholerae","008","Intestinal infection"
"ICD9CM",57,"006.4","Amebic lung abscess","008","Intestinal infection"
"ICD9CM",58,"009.3","Diarrhea of presumed infectious origin","008","Intestinal infection"
"ICD9CM",59,"002.2","Paratyphoid fever B","008","Intestinal infection"
"ICD10CM",60,"A06.6","Amebic brain abscess","008","Intestinal infection"
"ICD9CM",61,"001.1","Cholera due to vibrio cholerae el tor","008","Intestinal infection"
"ICD9CM",62,"006.6","Amebic skin ulceration","008","Intestinal infection"
"SNOMEDCT_U",63,63650001,"Cholera","008","Intestinal infection"
"SNOMEDCT_U",64,81020007,"Cholera due to Vibrio cholerae El Tor","008","Intestinal infection"
"SNOMEDCT_U",65,105637008,"Disease due to Endamoebidae","008","Intestinal infection"
"SNOMEDCT_U",66,76623002,"Paratyphoid A fever","008","Intestinal infection"
"SNOMEDCT_U",67,71085009,"Paratyphoid B fever","008","Intestinal infection"
"SNOMEDCT_U",68,51254007,"Paratyphoid C fever","008","Intestinal infection"
"SNOMEDCT_U",69,85904008,"Paratyphoid fever","008","Intestinal infection"
"SNOMEDCT_U",70,240372001,"Cyclosporiasis","008","Intestinal infection"
"SNOMEDCT_U",71,371423007,"Isosporiasis","008","Intestinal infection"
"SNOMEDCT_U",72,370518000,"Enteric coccidiosis","008","Intestinal infection"
"SNOMEDCT_U",73,39341005,"Infectious colitis","008","Intestinal infection"
"SNOMEDCT_U",74,55184003,"Infectious enteritis of intestine","008","Intestinal infection"
"SNOMEDCT_U",75,12463005,"Infectious gastroenteritis","008","Intestinal infection"
"SNOMEDCT_U",76,43240000,"Diarrhea of presumed infectious origin","008","Intestinal infection"
"SNOMEDCT_U",77,75258004,"Food poisoning","008","Intestinal infection"
"SNOMEDCT_U",78,89933001,"Protozoal intestinal disease","008","Intestinal infection"
"SNOMEDCT_U",79,400086005,"Amebic ulcer of skin","008","Intestinal infection"
"SNOMEDCT_U",80,111910009,"Amebic infection","008","Intestinal infection"
"SNOMEDCT_U",81,50227004,"Amebic balanitis","008","Intestinal infection"
"SNOMEDCT_U",82,26826005,"Amebic appendicitis","008","Intestinal infection"
"SNOMEDCT_U",83,67915005,"Intestinal trichomoniasis","008","Intestinal infection"
"SNOMEDCT_U",84,55023005,"Amebic nondysenteric colitis","008","Intestinal infection"
"SNOMEDCT_U",85,75119003,"Amebic liver abscess","008","Intestinal infection"
"SNOMEDCT_U",86,65095005,"Amebic lung abscess","008","Intestinal infection"
"SNOMEDCT_U",87,27908001,"Amebic brain abscess","008","Intestinal infection"
"SNOMEDCT_U",88,111798006,"Gastrointestinal anthrax","008","Intestinal infection"
"SNOMEDCT_U",89,238449000,"Amebiasis of skin","008","Intestinal infection"
"SNOMEDCT_U",90,266081001,"Colitis, enteritis and gastroenteritis presumed infectious","008","Intestinal infection"
"SNOMEDCT_U",91,19213003,"Infectious diarrheal disease","008","Intestinal infection"
"SNOMEDCT_U",92,39224005,"Acute amebiasis","008","Intestinal infection"
"SNOMEDCT_U",93,388759003,"Infection due to Entamoeba histolytica","008","Intestinal infection"
"SNOMEDCT_U",94,20958005,"Ameboma","008","Intestinal infection"
"SNOMEDCT_U",95,186116005,"Acute amebic dysentery","008","Intestinal infection"
"SNOMEDCT_U",96,8776008,"Amebic cystitis","008","Intestinal infection"
"ICD10CM",97,"A03.1","Shigellosis due to Shigella flexneri","008.5","Bacterial enteritis"
"ICD10CM",98,"A01.04","Typhoid arthritis","008.5","Bacterial enteritis"
"ICD10CM",99,"A05.0","Foodborne staphylococcal intoxication","008.5","Bacterial enteritis"
"ICD10CM",100,"A01.0","Typhoid fever","008.5","Bacterial enteritis"
"ICD9CM",101,"008.42","Intestinal infection due to pseudomonas","008.5","Bacterial enteritis"
"ICD9CM",102,"008.3","Intestinal infection due to proteus (mirabilis) (morganii)","008.5","Bacterial enteritis"
"ICD10CM",103,"A03.3","Shigellosis due to Shigella sonnei","008.5","Bacterial enteritis"
"ICD10CM",104,"A04.6","Enteritis due to Yersinia enterocolitica","008.5","Bacterial enteritis"
"ICD9CM",105,"008.46","Intestinal infection due to other anaerobes","008.5","Bacterial enteritis"
"ICD9CM",106,"008.47","Intestinal infection due to other gram-negative bacteria","008.5","Bacterial enteritis"
"ICD10CM",107,"A04.5","Campylobacter enteritis","008.5","Bacterial enteritis"
"ICD10CM",108,"A04.8","Other specified bacterial intestinal infections","008.5","Bacterial enteritis"
"ICD10CM",109,"A04.9","Bacterial intestinal infection, unspecified","008.5","Bacterial enteritis"
"ICD10CM",110,"A03.8","Other shigellosis","008.5","Bacterial enteritis"
"ICD10CM",111,"A05.1","Botulism food poisoning","008.5","Bacterial enteritis"
"ICD9CM",112,"004.3","Shigella sonnei","008.5","Bacterial enteritis"
"ICD9CM",113,"003.20","Localized salmonella infection, unspecified","008.5","Bacterial enteritis"
"ICD9CM",114,"008.41","Intestinal infection due to staphylococcus","008.5","Bacterial enteritis"
"ICD9CM",115,"008.43","Intestinal infection due to campylobacter","008.5","Bacterial enteritis"
"ICD10CM",116,"A02.8","Other specified salmonella infections","008.5","Bacterial enteritis"
"ICD10CM",117,"A02.9","Salmonella infection, unspecified","008.5","Bacterial enteritis"
"ICD10CM",118,"A03","Shigellosis","008.5","Bacterial enteritis"
"ICD10CM",119,"A03.0","Shigellosis due to Shigella dysenteriae","008.5","Bacterial enteritis"
"ICD10CM",120,"A03.2","Shigellosis due to Shigella boydii","008.5","Bacterial enteritis"
"ICD9CM",121,"004","Shigellosis","008.5","Bacterial enteritis"
"ICD9CM",122,"004.0","Shigella dysenteriae","008.5","Bacterial enteritis"
"ICD9CM",123,"005.89","Other bacterial food poisoning","008.5","Bacterial enteritis"
"ICD10CM",124,"A03.9","Shigellosis, unspecified","008.5","Bacterial enteritis"
"ICD10CM",125,"A01.02","Typhoid fever with heart involvement","008.5","Bacterial enteritis"
"ICD9CM",126,"008.4","Intestinal infection due to other specified bacteria","008.5","Bacterial enteritis"
"ICD10CM",127,"A05.3","Foodborne Vibrio parahaemolyticus intoxication","008.5","Bacterial enteritis"
"ICD9CM",128,"005","Other food poisoning (bacterial)","008.5","Bacterial enteritis"
"ICD9CM",129,"005.0","Staphylococcal food poisoning","008.5","Bacterial enteritis"
"ICD9CM",130,"005.1","Botulism food poisoning","008.5","Bacterial enteritis"
"ICD9CM",131,"005.2","Food poisoning due to Clostridium perfringens (C. welchii)","008.5","Bacterial enteritis"
"ICD9CM",132,"005.3","Food poisoning due to other Clostridia","008.5","Bacterial enteritis"
"ICD9CM",133,"003.9","Salmonella infection, unspecified","008.5","Bacterial enteritis"
"ICD10CM",134,"A01.00","Typhoid fever, unspecified","008.5","Bacterial enteritis"
"ICD9CM",135,"005.81","Food poisoning due to Vibrio vulnificus","008.5","Bacterial enteritis"
"ICD9CM",136,"003","Other salmonella infections","008.5","Bacterial enteritis"
"ICD10CM",137,"A01.01","Typhoid meningitis","008.5","Bacterial enteritis"
"ICD10CM",138,"A02.20","Localized salmonella infection, unspecified","008.5","Bacterial enteritis"
"ICD10CM",139,"A05.2","Foodborne Clostridium perfringens [Clostridium welchii] intoxication","008.5","Bacterial enteritis"
"ICD9CM",140,"004.8","Other specified shigella infections","008.5","Bacterial enteritis"
"ICD9CM",141,"004.9","Shigellosis, unspecified","008.5","Bacterial enteritis"
"ICD10CM",142,"A05.5","Foodborne Vibrio vulnificus intoxication","008.5","Bacterial enteritis"
"ICD10CM",143,"A02.25","Salmonella pyelonephritis","008.5","Bacterial enteritis"
"ICD10CM",144,"A02.29","Salmonella with other localized infection","008.5","Bacterial enteritis"
"ICD9CM",145,"003.29","Other localized salmonella infections","008.5","Bacterial enteritis"
"ICD9CM",146,"005.4","Food poisoning due to Vibrio parahaemolyticus","008.5","Bacterial enteritis"
"ICD10CM",147,"A02.0","Salmonella enteritis","008.5","Bacterial enteritis"
"ICD9CM",148,"005.8","Other bacterial food poisoning","008.5","Bacterial enteritis"
"ICD9CM",149,"008.49","Intestinal infection due to other organisms","008.5","Bacterial enteritis"
"ICD9CM",150,"004.1","Shigella flexneri","008.5","Bacterial enteritis"
"ICD9CM",151,"004.2","Shigella boydii","008.5","Bacterial enteritis"
"ICD9CM",152,"008.1","Intestinal infection due to arizona group of paracolon bacilli","008.5","Bacterial enteritis"
"ICD10CM",153,"A01.03","Typhoid pneumonia","008.5","Bacterial enteritis"
"ICD9CM",154,"008.2","Intestinal infection due to aerobacter aerogenes","008.5","Bacterial enteritis"
"ICD9CM",155,"003.8","Other specified salmonella infections","008.5","Bacterial enteritis"
"ICD10CM",156,"A01.09","Typhoid fever with other complications","008.5","Bacterial enteritis"
"ICD10CM",157,"A05.8","Other specified bacterial foodborne intoxications","008.5","Bacterial enteritis"
"ICD9CM",158,"002.0","Typhoid fever","008.5","Bacterial enteritis"
"ICD9CM",159,"008.5","Bacterial enteritis, unspecified","008.5","Bacterial enteritis"
"ICD10CM",160,"A02","Other salmonella infections","008.5","Bacterial enteritis"
"ICD10CM",161,"A02.2","Localized salmonella infections","008.5","Bacterial enteritis"
"ICD9CM",162,"008.44","Intestinal infection due to yersinia enterocolitica","008.5","Bacterial enteritis"
"ICD10CM",163,"A01.05","Typhoid osteomyelitis","008.5","Bacterial enteritis"
"ICD9CM",164,"003.2","Localized salmonella infections","008.5","Bacterial enteritis"
"ICD9CM",165,"003.0","Salmonella gastroenteritis","008.5","Bacterial enteritis"
"ICD10CM",166,"A05.4","Foodborne Bacillus cereus intoxication","008.5","Bacterial enteritis"
"SNOMEDCT_U",167,47375003,"Localized Salmonella infection","008.5","Bacterial enteritis"
"SNOMEDCT_U",168,111817006,"Infection by Shigella","008.5","Bacterial enteritis"
"SNOMEDCT_U",169,4834000,"Typhoid fever","008.5","Bacterial enteritis"
"SNOMEDCT_U",170,34335000,"Infection due to Group B Shigella","008.5","Bacterial enteritis"
"SNOMEDCT_U",171,19894004,"Food poisoning due to Bacillus cereus","008.5","Bacterial enteritis"
"SNOMEDCT_U",172,66301008,"Infection due to Group A Shigella","008.5","Bacterial enteritis"
"SNOMEDCT_U",173,36188001,"Shigellosis","008.5","Bacterial enteritis"
"SNOMEDCT_U",174,81159000,"Food poisoning caused by Vibrio parahaemolyticus","008.5","Bacterial enteritis"
"SNOMEDCT_U",175,84622004,"Food poisoning due to staphylococcus","008.5","Bacterial enteritis"
"SNOMEDCT_U",176,302231008,"Salmonella infection","008.5","Bacterial enteritis"
"SNOMEDCT_U",177,32527003,"Staphylococcal enterocolitis","008.5","Bacterial enteritis"
"SNOMEDCT_U",178,82930004,"Intestinal infection due to Pseudomonas","008.5","Bacterial enteritis"
"SNOMEDCT_U",179,80960004,"Infection by Yersinia enterocolitica","008.5","Bacterial enteritis"
"SNOMEDCT_U",180,302229004,"Salmonella food poisoning","008.5","Bacterial enteritis"
"SNOMEDCT_U",181,55760004,"Infection due to Group C Shigella","008.5","Bacterial enteritis"
"SNOMEDCT_U",182,398523009,"Foodborne botulism","008.5","Bacterial enteritis"
"SNOMEDCT_U",183,1092371000,"Salmonella pyelonephritis","008.5","Bacterial enteritis"
"SNOMEDCT_U",184,70014009,"Food poisoning due to Clostridium perfringens","008.5","Bacterial enteritis"
"SNOMEDCT_U",185,75375008,"Bacterial enteritis of intestine","008.5","Bacterial enteritis"
"SNOMEDCT_U",186,414286000,"Food poisoning due to Vibrio vulnificus","008.5","Bacterial enteritis"
"SNOMEDCT_U",187,1179378005,"Osteomyelitis caused by Salmonella enterica subspecies enterica serovar Typhi","008.5","Bacterial enteritis"
"SNOMEDCT_U",188,69794009,"Infection due to Group D Shigella","008.5","Bacterial enteritis"
"SNOMEDCT_U",189,274081004,"Bacillary dysentery","008.5","Bacterial enteritis"
"SNOMEDCT_U",190,39747007,"Enteritis necroticans","008.5","Bacterial enteritis"
"SNOMEDCT_U",191,18081009,"Enteric campylobacteriosis","008.5","Bacterial enteritis"
"SNOMEDCT_U",192,711167005,"Enteritis due to Yersinia enterocolitica","008.5","Bacterial enteritis"
"SNOMEDCT_U",193,398565003,"Infection caused by Clostridium botulinum","008.5","Bacterial enteritis"
"SNOMEDCT_U",194,1179405006,"Typhoid arthritis","008.5","Bacterial enteritis"
"SNOMEDCT_U",195,42338000,"Salmonella gastroenteritis","008.5","Bacterial enteritis"
"SNOMEDCT_U",196,194929007,"Endocarditis - typhoid","008.5","Bacterial enteritis"
"SNOMEDCT_U",197,45312009,"Pneumonia in typhoid fever","008.5","Bacterial enteritis"
"ICD9CM",198,"008.04","Intestinal infection due to enterohemorrhagic E. coli","008.51","Intestinal e.coli"
"ICD10CM",199,"A04.1","Enterotoxigenic Escherichia coli infection","008.51","Intestinal e.coli"
"ICD9CM",200,"008.0","Intestinal infection due to escherichia coli [E. coli]","008.51","Intestinal e.coli"
"ICD9CM",201,"008.01","Intestinal infection due to enteropathogenic E. coli","008.51","Intestinal e.coli"
"ICD10CM",202,"A04.3","Enterohemorrhagic Escherichia coli infection","008.51","Intestinal e.coli"
"ICD9CM",203,"008.00","Intestinal infection due to E. coli, unspecified","008.51","Intestinal e.coli"
"ICD10CM",204,"A04.2","Enteroinvasive Escherichia coli infection","008.51","Intestinal e.coli"
"ICD10CM",205,"A04.4","Other intestinal Escherichia coli infections","008.51","Intestinal e.coli"
"ICD9CM",206,"008.09","Intestinal infection due to other intestinal E. coli infections","008.51","Intestinal e.coli"
"ICD10CM",207,"A04.0","Enteropathogenic Escherichia coli infection","008.51","Intestinal e.coli"
"ICD9CM",208,"008.03","Intestinal infection due to enteroinvasive E. coli","008.51","Intestinal e.coli"
"ICD9CM",209,"008.02","Intestinal infection due to enterotoxigenic E. coli","008.51","Intestinal e.coli"
"SNOMEDCT_U",210,240352006,"Enterotoxigenic Escherichia coli gastrointestinal tract infection","008.51","Intestinal e.coli"
"SNOMEDCT_U",211,240355008,"Enteroinvasive Escherichia coli gastrointestinal tract infection","008.51","Intestinal e.coli"
"SNOMEDCT_U",212,240353001,"Enteropathogenic Escherichia coli gastrointestinal tract infection","008.51","Intestinal e.coli"
"SNOMEDCT_U",213,111839008,"Intestinal infection due to E. coli","008.51","Intestinal e.coli"
"SNOMEDCT_U",214,240354007,"Verotoxigenic Escherichia coli gastrointestinal tract infection","008.51","Intestinal e.coli"
"ICD10CM",215,"A04.7","Enterocolitis due to Clostridium difficile","008.52","Intestinal infection due to C. difficile"
"ICD10CM",216,"A04.71","Enterocolitis due to Clostridium difficile, recurrent","008.52","Intestinal infection due to C. difficile"
"ICD9CM",217,"008.45","Intestinal infection due to Clostridium difficile","008.52","Intestinal infection due to C. difficile"
"ICD10CM",218,"A04.72","Enterocolitis due to Clostridium difficile, not specified as recurrent","008.52","Intestinal infection due to C. difficile"
"ICD10CM",219,"A08.19","Acute gastroenteropathy due to other small round viruses","008.6","Viral Enteritis"
"ICD9CM",220,"008.64","Enteritis due to other small round viruses [SRV's]","008.6","Viral Enteritis"
"ICD10CM",221,"A08.3","Other viral enteritis","008.6","Viral Enteritis"
"ICD9CM",222,"008.6","Enteritis due to specified virus","008.6","Viral Enteritis"
"ICD10CM",223,"A08.2","Adenoviral enteritis","008.6","Viral Enteritis"
"ICD10CM",224,"A08","Viral and other specified intestinal infections","008.6","Viral Enteritis"
"ICD10CM",225,"A08.1","Acute gastroenteropathy due to Norwalk agent and other small round viruses","008.6","Viral Enteritis"
"ICD9CM",226,"008.69","Enteritis due to other viral enteritis","008.6","Viral Enteritis"
"ICD9CM",227,"008.66","Enteritis due to astrovirus","008.6","Viral Enteritis"
"ICD9CM",228,"008.67","Enteritis due to enterovirus nec","008.6","Viral Enteritis"
"ICD9CM",229,"008.65","Enteritis due to calicivirus","008.6","Viral Enteritis"
"ICD9CM",230,"008.62","Enteritis due to adenovirus","008.6","Viral Enteritis"
"ICD10CM",231,"A08.39","Other viral enteritis","008.6","Viral Enteritis"
"ICD10CM",232,"A08.11","Acute gastroenteropathy due to Norwalk agent","008.6","Viral Enteritis"
"ICD10CM",233,"A08.0","Rotaviral enteritis","008.6","Viral Enteritis"
"ICD9CM",234,"008.61","Enteritis due to rotavirus","008.6","Viral Enteritis"
"ICD9CM",235,"008.63","Enteritis due to norwalk virus","008.6","Viral Enteritis"
"ICD10CM",236,"A08.8","Other specified intestinal infections","008.6","Viral Enteritis"
"ICD10CM",237,"A08.32","Astrovirus enteritis","008.6","Viral Enteritis"
"ICD9CM",238,"008.8","Intestinal infection due to other organism, not elsewhere classified","008.6","Viral Enteritis"
"ICD10CM",239,"A08.31","Calicivirus enteritis","008.6","Viral Enteritis"
"ICD10CM",240,"A08.4","Viral intestinal infection, unspecified","008.6","Viral Enteritis"
"SNOMEDCT_U",241,70880006,"Adenoviral enteritis","008.6","Viral Enteritis"
"SNOMEDCT_U",242,186150001,"Enteritis due to rotavirus","008.6","Viral Enteritis"
"SNOMEDCT_U",243,111843007,"Viral gastroenteritis","008.6","Viral Enteritis"
"SNOMEDCT_U",244,1148699004,"Inflammation of small intestine caused by Calicivirus","008.6","Viral Enteritis"
"SNOMEDCT_U",245,415822001,"Viral gastroenteritis due to Rotavirus","008.6","Viral Enteritis"
"SNOMEDCT_U",246,78420004,"Viral enteritis of intestine","008.6","Viral Enteritis"
"SNOMEDCT_U",247,1082731000,"Enteritis due to Astrovirus","008.6","Viral Enteritis"
"ICD9CM",248,"007.0","Balantidiasis","008.7","Intestinal infection due to protozoa"
"ICD9CM",249,"007.8","Other specified protozoal intestinal diseases","008.7","Intestinal infection due to protozoa"
"ICD10CM",250,"A07.0","Balantidiasis","008.7","Intestinal infection due to protozoa"
"ICD10CM",251,"A06.1","Chronic intestinal amebiasis","008.7","Intestinal infection due to protozoa"
"ICD10CM",252,"A07.1","Giardiasis [lambliasis]","008.7","Intestinal infection due to protozoa"
"ICD10CM",253,"A07.8","Other specified protozoal intestinal diseases","008.7","Intestinal infection due to protozoa"
"ICD9CM",254,"007.4","Cryptosporidiosis","008.7","Intestinal infection due to protozoa"
"ICD10CM",255,"A07.2","Cryptosporidiosis","008.7","Intestinal infection due to protozoa"
"ICD9CM",256,"007.1","Giardiasis","008.7","Intestinal infection due to protozoa"
"ICD9CM",257,"006.1","Chronic intestinal amebiasis without mention of abscess","008.7","Intestinal infection due to protozoa"
"SNOMEDCT_U",258,58265007,"Giardiasis","008.7","Intestinal infection due to protozoa"
"SNOMEDCT_U",259,57725006,"Balantidiasis","008.7","Intestinal infection due to protozoa"
"SNOMEDCT_U",260,67915005,"Intestinal trichomoniasis","008.7","Intestinal infection due to protozoa"
"SNOMEDCT_U",261,58777003,"Infection by Cryptosporidium","008.7","Intestinal infection due to protozoa"
"SNOMEDCT_U",262,23874000,"Chronic amebiasis","008.7","Intestinal infection due to protozoa"
"SNOMEDCT_U",263,10679007,"Infection by Giardia lamblia","008.7","Intestinal infection due to protozoa"
"SNOMEDCT_U",264,240370009,"Cryptosporidiosis","008.7","Intestinal infection due to protozoa"
"SNOMEDCT_U",265,240375004,"Intestinal microsporidiosis","008.7","Intestinal infection due to protozoa"
"SNOMEDCT_U",266,105638003,"Disease due to Balantidiidae","008.7","Intestinal infection due to protozoa"
"SNOMEDCT_U",267,88905005,"Sarcosporidiosis","008.7","Intestinal infection due to protozoa"
"ICD10CM",268,"A19.2","Acute miliary tuberculosis, unspecified","010","Tuberculosis"
"ICD10CM",269,"A18.59","Other tuberculosis of eye","010","Tuberculosis"
"ICD10CM",270,"A19.1","Acute miliary tuberculosis of multiple sites","010","Tuberculosis"
"ICD10CM",271,"A18.16","Tuberculosis of cervix","010","Tuberculosis"
"ICD9CM",272,"015.02","Tuberculosis of vertebral column, bacteriological or histological examination unknown (at present)","010","Tuberculosis"
"ICD9CM",273,"010.81","Other primary progressive tuberculosis, bacteriological or histological examination not done","010","Tuberculosis"
"ICD9CM",274,"012.11","Tuberculosis of intrathoracic lymph nodes, bacteriological or histological examination not done","010","Tuberculosis"
"ICD9CM",275,"012.13","Tuberculosis of intrathoracic lymph nodes, tubercle bacilli found (in sputum) by microscopy","010","Tuberculosis"
"ICD10CM",276,"A18","Tuberculosis of other organs","010","Tuberculosis"
"ICD10CM",277,"A18.52","Tuberculous keratitis","010","Tuberculosis"
"ICD10CM",278,"A19.9","Miliary tuberculosis, unspecified","010","Tuberculosis"
"ICD9CM",279,"012.12","Tuberculosis of intrathoracic lymph nodes, bacteriological or histological examination unknown (at present)","010","Tuberculosis"
"ICD9CM",280,"012.30","Tuberculous laryngitis, unspecified","010","Tuberculosis"
"ICD10CM",281,"A18.17","Tuberculous female pelvic inflammatory disease","010","Tuberculosis"
"ICD9CM",282,"010.02","Primary tuberculous infection, bacteriological or histological examination unknown (at present)","010","Tuberculosis"
"ICD9CM",283,"010.8","Other primary progressive tuberculosis","010","Tuberculosis"
"ICD9CM",284,"010.85","Other primary progressive tuberculosis, tubercle bacilli not found by bacteriological examination, but tuberculosis confirmed histologically","010","Tuberculosis"
"ICD10CM",285,"A18.5","Tuberculosis of eye","010","Tuberculosis"
"ICD9CM",286,"011.46","Tuberculous fibrosis of lung, tubercle bacilli not found by bacteriological or histological examination, but tuberculosis confirmed by other methods [inoculation of animals]","010","Tuberculosis"
"ICD9CM",287,"010.84","Other primary progressive tuberculosis, tubercle bacilli not found (in sputum) by microscopy, but found by bacterial culture","010","Tuberculosis"
"ICD10CM",288,"A18.15","Tuberculosis of other male genital organs","010","Tuberculosis"
"ICD10CM",289,"A18.53","Tuberculous chorioretinitis","010","Tuberculosis"
"ICD10CM",290,"A15.9","Respiratory tuberculosis unspecified","010","Tuberculosis"
"ICD9CM",291,"011.43","Tuberculous fibrosis of lung, tubercle bacilli found (in sputum) by microscopy","010","Tuberculosis"
"ICD9CM",292,"011.44","Tuberculous fibrosis of lung, tubercle bacilli not found (in sputum) by microscopy, but found by bacterial culture","010","Tuberculosis"
"ICD10CM",293,"A15.8","Other respiratory tuberculosis","010","Tuberculosis"
"ICD10CM",294,"A19","Miliary tuberculosis","010","Tuberculosis"
"ICD10CM",295,"A17.9","Tuberculosis of nervous system, unspecified","010","Tuberculosis"
"ICD9CM",296,"011.64","Tuberculous pneumonia [any form], tubercle bacilli not found (in sputum) by microscopy, but found by bacterial culture","010","Tuberculosis"
"ICD10CM",297,"A17.83","Tuberculous neuritis","010","Tuberculosis"
"ICD10CM",298,"A19.8","Other miliary tuberculosis","010","Tuberculosis"
"ICD9CM",299,"011.7","Tuberculous pneumothorax","010","Tuberculosis"
"ICD9CM",300,"010.91","Primary tuberculous infection, unspecified, bacteriological or histological examination not done","010","Tuberculosis"
"ICD9CM",301,"015.05","Tuberculosis of vertebral column, tubercle bacilli not found by bacteriological examination, but tuberculosis confirmed histologically","010","Tuberculosis"
"ICD10CM",302,"A18.51","Tuberculous episcleritis","010","Tuberculosis"
"ICD10CM",303,"B90.8","Sequelae of tuberculosis of other organs","010","Tuberculosis"
"ICD9CM",304,"015.0","Tuberculosis of vertebral column","010","Tuberculosis"
"ICD9CM",305,"012.10","Tuberculosis of intrathoracic lymph nodes, unspecified","010","Tuberculosis"
"ICD10CM",306,"A18.13","Tuberculosis of other urinary organs","010","Tuberculosis"
"ICD9CM",307,"010.80","Other primary progressive tuberculosis, unspecified","010","Tuberculosis"
"ICD9CM",308,"013.3","Tuberculous abscess of brain","010","Tuberculosis"
"ICD9CM",309,"013.30","Tuberculous abscess of brain, unspecified","010","Tuberculosis"
"ICD10CM",310,"A18.6","Tuberculosis of (inner) (middle) ear","010","Tuberculosis"
